airport_key,airport_ident,airport_name,departure_airport_code,airport_type,municipality,scheduled_service,region_code,country_code,has_navaid,navaid_count,navaid_count_bucket,navaid_type_group,dominant_usage_type,max_power
192,CYBR,Brandon Municipal Airport,YBR,medium_airport,Brandon,yes,CA-MB,CA,Y,2,2-3,Mixed,LO,HIGH
193,LDRI,Rijeka Airport,RJK,large_airport,Rijeka(Omišalj),yes,HR-08,HR,Y,3,2-3,Mixed,TERMINAL,HIGH
194,KLEB,Lebanon Municipal Airport,LEB,medium_airport,Lebanon,yes,US-NH,US,Y,2,2-3,Mixed,TERMINAL,MEDIUM
195,AR-0017,Valcheta Airport,VCF,small_airport,Valcheta,no,AR-R,AR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
196,NVVF,Futuna Airport,FTA,small_airport,Futuna Island,yes,VU-TAE,VU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
197,YNYN,Nyngan Airport,NYN,small_airport,Unknown,no,AU-NSW,AU,Y,1,1,NDB Family,BOTH,LOW
198,RU-0056,Taksimo Airport,TKM,small_airport,Taksimo,yes,RU-BU,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
199,UECT,Talakan Airport,TLK,small_airport,Talakan Oil Field,no,RU-SA,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
200,CYEY,Amos/Magny Airport,YEY,medium_airport,Amos,no,CA-QC,CA,Y,1,1,NDB Family,LO,LOW
201,KBGD,Hutchinson County Airport,BGD,small_airport,Borger,no,US-TX,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
202,NZKT,Kaitaia Airport,KAT,medium_airport,Awanui,yes,NZ-NTL,NZ,Y,1,1,NDB Family,BOTH,MEDIUM
203,KOKM,Okmulgee Regional Airport,OKM,small_airport,Okmulgee,no,US-OK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
204,YKBR,Kalbarri Airport,KAX,small_airport,Kalbarri,yes,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
205,YMWA,Mullewa Airport,MXU,small_airport,Unknown,no,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
206,LDOS,Osijek Airport,OSI,medium_airport,Osijek(Klisa),yes,HR-14,HR,Y,1,1,NDB Family,LO,MEDIUM
207,VAPO,Pune International Airport,PNQ,large_airport,Pune,yes,IN-MM,IN,Y,2,2-3,Mixed,BOTH,HIGH
208,VVDB,Dien Bien Phu Airport,DIN,medium_airport,Dien Bien Phu,yes,VN-NW,VN,Y,2,2-3,Mixed,BOTH,HIGH
209,YLST,Leinster Airport,LER,medium_airport,Unknown,yes,AU-WA,AU,Y,1,1,NDB Family,BOTH,MEDIUM
210,K40G,Valle Airport,VLE,small_airport,Grand Canyon,no,US-AZ,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
211,YEDA,Etadunna Airport,ETD,small_airport,Etadunna,no,AU-SA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
212,FZQG,Kasenga Airport,KEC,small_airport,Kasenga,no,CD-HK,CD,N,0,0,No Navaid,UNKNOWN,UNKNOWN
213,CYWK,Wabush Airport,YWK,medium_airport,Wabush,yes,CA-NL,CA,Y,2,2-3,Mixed,BOTH,HIGH
214,CYKL,Schefferville Airport,YKL,medium_airport,Schefferville,yes,CA-QC,CA,Y,3,2-3,Mixed,BOTH,HIGH
215,PHLU,Kalaupapa Airport,LUP,small_airport,Kalaupapa,yes,US-HI,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
216,CYWH,Victoria Harbour Seaplane Base,YWH,seaplane_base,Victoria,yes,CA-BC,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
217,KUBS,Columbus Lowndes County Airport,UBS,small_airport,Columbus,no,US-MS,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
218,KENL,Centralia Municipal Airport,ENL,small_airport,Centralia,no,US-IL,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
219,UKCM,Mariupol International Airport,MPW,medium_airport,Mariupol,yes,UA-14,UA,Y,1,1,Radio Nav,LO,MEDIUM
220,ZLJQ,Jiayuguan International Airport,JGN,large_airport,Jiayuguan,yes,CN-62,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
221,UUBC,Grabtsevo Airport,KLF,medium_airport,Kaluga,no,RU-KLU,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
222,ESNG,Gällivare Airport,GEV,medium_airport,Gällivare,yes,SE-BD,SE,Y,1,1,NDB Family,BOTH,HIGH
223,SDIY,João Durval Carneiro Airport,FEC,medium_airport,Feira de Santana,yes,BR-BA,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
224,AYVL,Talasea Airport,TLW,small_airport,Talasea,no,PG-WBK,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
225,MNMG,Augusto C. Sandino (Managua) International Airport,MGA,medium_airport,Managua,yes,NI-MN,NI,Y,2,2-3,Mixed,BOTH,HIGH
226,KOUN,University of Oklahoma Westheimer Airport,OUN,small_airport,Norman,no,US-OK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
227,WBKO,Sepulot Airport,SPE,small_airport,Sepulot,no,MY-12,MY,N,0,0,No Navaid,UNKNOWN,UNKNOWN
228,EDLV,Weeze (Niederrhein) Airport,NRN,large_airport,Weeze,yes,DE-NW,DE,Y,1,1,Radio Nav,TERMINAL,MEDIUM
229,AYMR,Moro Airport,MXH,small_airport,Moro,yes,PG-SHM,PG,Y,1,1,NDB Family,BOTH,LOW
230,YABI,Abingdon Downs Airport,ABG,small_airport,Abingdon Downs,no,AU-QLD,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
231,CYYN,Swift Current Airport,YYN,medium_airport,Swift Current,no,CA-SK,CA,Y,1,1,Radio Nav,BOTH,HIGH
232,KSUN,Friedman Memorial Airport,SUN,medium_airport,Hailey,yes,US-ID,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
233,FLSN,Senanga Airport,SXG,small_airport,Senanga,no,ZM-01,ZM,N,0,0,No Navaid,UNKNOWN,UNKNOWN
234,UNKNOWN,RAF Lyneham,LYE,Unknown,Unknown,unknown,UNKNOWN,GB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
235,ZA-0094,Hazyview Airport,HZV,small_airport,Hazyview,no,ZA-MP,ZA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
236,KALO,Waterloo Regional Airport,ALO,medium_airport,Waterloo,yes,US-IA,US,Y,2,2-3,Mixed,TERMINAL,HIGH
237,HAJJ,Gerad Wilwal International Airport,JIJ,large_airport,Jijiga,yes,ET-SO,ET,N,0,0,No Navaid,UNKNOWN,UNKNOWN
238,CYJA,Jasper Airport,YJA,small_airport,Jasper,no,CA-AB,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
239,UNKNOWN,Biała Podlaska Airfield,BXP,Unknown,Unknown,unknown,UNKNOWN,PL,N,0,0,No Navaid,UNKNOWN,UNKNOWN
240,PASN,St Paul Island Airport,SNP,medium_airport,St Paul Island,yes,US-AK,US,Y,1,1,NDB Family,BOTH,MEDIUM
241,KSLC,Salt Lake City International Airport,SLC,large_airport,Salt Lake City,yes,US-UT,US,Y,1,1,Radio Nav,BOTH,HIGH
242,OPWN,Wana Airport,WAF,small_airport,Waana,no,PK-KP,PK,N,0,0,No Navaid,UNKNOWN,UNKNOWN
243,LLNV,Nevatim Air Base,VTM,medium_airport,Beersheba,no,IL-D,IL,N,0,0,No Navaid,UNKNOWN,UNKNOWN
244,MUSC,Abel Santamaria International Airport,SNU,large_airport,Santa Clara,yes,CU-05,CU,Y,1,1,NDB Family,BOTH,MEDIUM
245,LEBL,Josep Tarradellas Barcelona-El Prat Airport,BCN,large_airport,Barcelona,yes,ES-CT,ES,Y,4,4+,Mixed,BOTH,HIGH
246,VDBG,Battambang Airport,BBM,medium_airport,Battambang,yes,KH-2,KH,Y,1,1,NDB Family,BOTH,MEDIUM
247,AYAX,Aseki Airport,AEK,small_airport,Aseki,no,PG-MPL,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
248,LPVR,Vila Real Airport,VRL,medium_airport,Vila Real,yes,PT-17,PT,Y,1,1,NDB Family,BOTH,HIGH
249,PG-JAQ,Jacquinot Bay Airport,JAQ,small_airport,Jacquinot Bay,no,PG-EBR,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
250,YTIB,Tibooburra Airport,TYB,medium_airport,Unknown,no,AU-NSW,AU,Y,1,1,NDB Family,BOTH,MEDIUM
251,PAMO,Mountain Village Airport,MOU,small_airport,Mountain Village,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
252,OOTH,Thumrait Air Base,TTH,medium_airport,Thumrait,no,OM-ZU,OM,Y,1,1,Radio Nav,TERMINAL,LOW
253,SPIM,Jorge Chávez International Airport,LIM,large_airport,Lima,yes,PE-LIM,PE,Y,1,1,Radio Nav,BOTH,HIGH
254,CTP,Carutapera Airport,CTP,small_airport,Carutapera,no,BR-MA,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
255,FARS,Robertson Airport,ROD,medium_airport,Robertson,no,ZA-WC,ZA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
256,FAPS,Potchefstroom Airport,PCF,medium_airport,Potchefstroom,no,ZA-NW,ZA,Y,1,1,Radio Nav,BOTH,HIGH
257,LFRS,Nantes Atlantique Airport,NTE,medium_airport,Nantes,yes,FR-PDL,FR,Y,2,2-3,Mixed,BOTH,HIGH
258,KMML,Southwest Minnesota Regional Airport - Marshall/Ryan Field,MML,small_airport,Marshall,no,US-MN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
259,UNKNOWN,RAF Wyton,QUY,Unknown,Unknown,unknown,UNKNOWN,GB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
260,HAMN,Mendi Airport,NDM,small_airport,Mendi,no,ET-OR,ET,N,0,0,No Navaid,UNKNOWN,UNKNOWN
261,AYXP,Wipim Airport,WPM,small_airport,Wipim,no,PG-WPD,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
262,ZUWX,Wanzhou Wuqiao Airport,WXN,small_airport,Wanzhou,yes,CN-50,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
263,SBJV,Lauro Carneiro de Loyola Airport,JOI,medium_airport,Joinville,yes,BR-SC,BR,Y,2,2-3,Mixed,LO,HIGH
264,YBHI,Broken Hill Airport,BHQ,medium_airport,Broken Hill,yes,AU-NSW,AU,Y,2,2-3,Mixed,BOTH,HIGH
265,VIKO,Kota Airport,KTU,medium_airport,Kota,no,IN-RJ,IN,Y,1,1,NDB Family,BOTH,MEDIUM
266,PAIG,Igiugig Airport,IGG,small_airport,Igiugig,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
267,KWST,Westerly State Airport,WST,medium_airport,Westerly,yes,US-RI,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
268,SYLT,Lethem Airport,LTM,medium_airport,Lethem,yes,GY-UT,GY,N,0,0,No Navaid,UNKNOWN,UNKNOWN
269,ZSRG,Rugao Air Base,RUG,medium_airport,Rugao (Nantong),no,CN-32,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
270,SSOE,São Miguel do Oeste Hélio Wasum Airport,SQX,small_airport,São Miguel do Oeste,no,BR-SC,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
271,VVPC,Phu Cat Airport,UIH,medium_airport,Quy Nohn,yes,VN-SCC,VN,Y,2,2-3,Mixed,BOTH,HIGH
272,SNOX,Oriximiná Airport,ORX,small_airport,Oriximiná,no,BR-PA,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
273,MYEM,Governor's Harbour Airport,GHB,medium_airport,Governor's Harbour,yes,BS-CE,BS,Y,1,1,NDB Family,BOTH,LOW
274,SUBU,Placeres Airport,BUV,small_airport,Bella Union,no,UY-AR,UY,N,0,0,No Navaid,UNKNOWN,UNKNOWN
275,CN-0362,Yinchuan Yueyahu Airport,YEH,small_airport,Yinchuan,no,CN-64,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
276,YHMB,Hermannsburg Airport,HMG,small_airport,Hermannsburg (Ntaria),no,AU-NT,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
277,ZUDX,Dachuan Airport,DAX,small_airport,Dazhou (Daxian),yes,CN-51,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
278,ZYFY,Fuyuan Dongji Airport,FYJ,medium_airport,Fuyuan,yes,CN-23,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
279,MMPL,Punta Colorada Airport,PCO,small_airport,La Ribera,no,MX-BCS,MX,N,0,0,No Navaid,UNKNOWN,UNKNOWN
280,DHB,Deer Harbor SPB,DHB,seaplane_base,Deer Harbor,yes,US-WA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
281,OPRT,Rawalakot Airport,RAZ,medium_airport,Rawalakot,no,PK-JK,PK,Y,1,1,NDB Family,BOTH,MEDIUM
282,CYXL,Sioux Lookout Airport,YXL,medium_airport,Sioux Lookout,yes,CA-ON,CA,Y,2,2-3,Mixed,BOTH,MEDIUM
283,PAQH,Quinhagak Airport,KWN,small_airport,Quinhagak,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
284,ZUTC,Tengchong Tuofeng Airport,TCZ,medium_airport,Baoshan (Tengchong),yes,CN-53,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
285,GMME,Rabat-Salé Airport,RBA,large_airport,Rabat,yes,MA-04,MA,Y,2,2-3,Mixed,BOTH,HIGH
286,UHSM,Yuzhno-Kurilsk Mendeleyevo Airport,DEE,small_airport,Yuzhno-Kurilsk,yes,RU-SAK,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
287,OIAM,Mahshahr Airport,MRX,medium_airport,Mahshahr,yes,IR-06,IR,Y,1,1,Radio Nav,BOTH,HIGH
288,FAAB,Alexander Bay Airport,ALJ,medium_airport,Alexander Bay,no,ZA-NC,ZA,Y,2,2-3,Mixed,BOTH,HIGH
289,YBJ,Baie-Johan-Beetz Water Aerodrome,YBJ,seaplane_base,Baie-Johan-Beetz,no,CA-QC,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
290,LOR,Lowe AHP (Fort Rucker) Heliport,LOR,heliport,Fort Rucker Ozark,no,US-AL,US,Y,1,1,NDB Family,TERMINAL,LOW
291,AYNY,Nambaiyufa Airport,NBA,small_airport,Nambaiyufa,no,PG-CPK,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
292,KRNC,Warren County Memorial Airport,RNC,small_airport,Mc Minnville,no,US-TN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
293,VYMY,Monywar Airport,NYW,small_airport,Monywar,no,MM-01,MM,N,0,0,No Navaid,UNKNOWN,UNKNOWN
294,HAKL,Kelafo East Airport,LFO,small_airport,Kelafo,no,ET-SO,ET,N,0,0,No Navaid,UNKNOWN,UNKNOWN
295,KVSF,Hartness State Airport,VSF,small_airport,North Springfield,no,US-VT,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
296,UHWW,Vladivostok International Airport,VVO,large_airport,Artyom,yes,RU-PRI,RU,Y,2,2-3,NDB Family,BOTH,HIGH
297,KSMS,Sumter Airport,SUM,small_airport,Sumter,no,US-SC,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
298,EEKE,Kuressaare Airport,URE,medium_airport,Kuressaare,yes,EE-74,EE,Y,2,2-3,Mixed,RNAV,HIGH
299,OKAJ,Ahmed Al Jaber Air Base,XIJ,medium_airport,Ahmed Al Jaber AB,no,KW-AH,KW,N,0,0,No Navaid,UNKNOWN,UNKNOWN
300,LGLR,Larissa Air Base,LRA,small_airport,Larissa,no,GR-E,GR,Y,2,2-3,Mixed,BOTH,HIGH
301,VVTX,Tho Xuan Airport,THD,small_airport,Thanh Hóa,yes,VN-NC,VN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
302,AYNM,Kasonombe Airport,KSB,small_airport,Kasonombe,no,PG-MPL,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
303,KMEM,Memphis International Airport,MEM,large_airport,Memphis,yes,US-TN,US,Y,2,2-3,Mixed,TERMINAL,HIGH
304,DFOB,Banfora Airport,BNR,small_airport,Banfora,no,BF-COM,BF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
305,CKB6,Wapekeka Airport,YAX,small_airport,Angling Lake,yes,CA-ON,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
306,GOBD,Blaise Diagne International Airport,DSS,large_airport,Dakar,yes,SN-DK,SN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
307,RJCR,Rebun Airport,RBJ,small_airport,Rebun,no,JP-01,JP,N,0,0,No Navaid,UNKNOWN,UNKNOWN
308,YTHD,Theda Station Airport,TDN,small_airport,Drysdale River,no,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
309,FOGA,Akieni Airport,AKE,small_airport,Akieni,no,GA-2,GA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
310,PAAL,Port Moller Airport,PML,small_airport,Cold Bay,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
311,HCMG,Gardo Airport,GSR,small_airport,Gardo,no,SO-BR,SO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
312,KCSV,Crossville Memorial Airport Whitson Field,CSV,medium_airport,Crossville,no,US-TN,US,Y,1,1,Radio Nav,LO,MEDIUM
313,UWKJ,Yoshkar-Ola Airport,JOK,medium_airport,Yoshkar-Ola,no,RU-ME,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
314,07FA,Ocean Reef Club Airport,OCA,medium_airport,Key Largo,no,US-FL,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
315,SBDO,Dourados Airport,DOU,small_airport,Dourados,no,BR-MS,BR,Y,1,1,NDB Family,BOTH,MEDIUM
316,YSML,South Molle Island Helipad,SOI,heliport,South Molle Island Resort,no,AU-QLD,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
317,ESGR,Skövde Airport,KVB,medium_airport,Skövde,no,SE-Q,SE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
318,DIOD,Odienne Airport,KEO,small_airport,Odienne,no,CI-DN,CI,Y,2,2-3,Mixed,BOTH,HIGH
319,UNKNOWN,Bronson Creek Airport,YBM,Unknown,Unknown,unknown,UNKNOWN,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
320,RJTH,Hachijojima Airport,HAC,medium_airport,Hachijojima,yes,JP-13,JP,Y,2,2-3,Mixed,BOTH,HIGH
321,EGYP,Mount Pleasant Airport / RAF Mount Pleasant,MPN,large_airport,Mount Pleasant,yes,FK-U-A,FK,Y,3,2-3,Mixed,BOTH,MEDIUM
322,CN-0062,Bazhong Enyang Airport,BZX,small_airport,Bazhong (Enyang),yes,CN-51,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
323,SPZO,Alejandro Velasco Astete International Airport,CUZ,large_airport,Cusco,yes,PE-CUS,PE,Y,2,2-3,Radio Nav,BOTH,HIGH
324,AGGJ,Avu Avu Airport,AVU,small_airport,Avu Avu,no,SB-GU,SB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
325,FMNR,Maroantsetra Airport,WMN,medium_airport,Maroantsetra,yes,MG-A,MG,Y,1,1,NDB Family,BOTH,MEDIUM
326,WIOP,Pangsuma Airport,PSU,medium_airport,Putussibau-Borneo Island,yes,ID-KB,ID,Y,1,1,NDB Family,BOTH,MEDIUM
327,KBDE,Baudette International Airport,BDE,medium_airport,Baudette,no,US-MN,US,Y,1,1,Radio Nav,LO,MEDIUM
328,SBCN,Nelson Ribeiro Guimarães Airport,CLV,small_airport,Caldas Novas,yes,BR-GO,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
329,EGBE,Coventry Airport,CVT,medium_airport,"Coventry, West Midlands",no,GB-ENG,GB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
330,LGIO,Ioannina King Pyrrhus National Airport,IOA,medium_airport,Ioannina,yes,GR-D,GR,Y,2,2-3,Mixed,TERMINAL,HIGH
331,FCOB,Boundji Airport,BOE,small_airport,Boundji,no,CG-8,CG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
332,KAPV,Apple Valley Airport,APV,small_airport,Apple Valley,no,US-CA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
333,AK81,Amook Bay Seaplane Base,AOS,seaplane_base,Amook Bay,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
334,FVTL,Gweru - Thornhill Air Base,GWE,medium_airport,Gweru,no,ZW-MI,ZW,Y,4,4+,Mixed,TERMINAL,HIGH
335,CYXJ,Fort St John / North Peace Regional Airport,YXJ,medium_airport,Fort Saint John,yes,CA-BC,CA,Y,3,2-3,Mixed,UNKNOWN,LOW
336,VAND,Nanded Airport,NDC,medium_airport,Nanded,yes,IN-MM,IN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
337,VARK,Rajkot Airport,RAJ,medium_airport,Rajkot,no,IN-GJ,IN,Y,2,2-3,Mixed,BOTH,HIGH
338,MUPB,Playa Baracoa Airport,UPB,medium_airport,Havana,no,CU-15,CU,Y,2,2-3,Mixed,BOTH,LOW
339,YSOL,Solomon Airport,SLJ,small_airport,Karijini National Park,no,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
340,AYWS,Wasu Airport,WSU,small_airport,Wasu,no,PG-MPL,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
341,TGPY,Maurice Bishop International Airport,GND,large_airport,Saint George's,yes,GD-GE,GD,Y,2,2-3,Mixed,BOTH,HIGH
342,SBAU,Araçatuba Airport,ARU,medium_airport,Araçatuba,yes,BR-SP,BR,Y,1,1,NDB Family,BOTH,MEDIUM
343,SBKP,Viracopos International Airport,VCP,large_airport,Campinas,yes,BR-SP,BR,Y,2,2-3,Mixed,BOTH,HIGH
344,KCNK,Blosser Municipal Airport,CNK,small_airport,Concordia,no,US-KS,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
345,YBGD,Boolgeeda,OCM,small_airport,Unknown,no,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
346,KGRD,Greenwood County Airport,GRD,small_airport,Greenwood,no,US-SC,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
347,MRUP,Upala Airport,UPL,medium_airport,Upala,no,CR-A,CR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
348,YWOR,Wollogorang Airport,WLL,small_airport,Unknown,no,AU-NT,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
349,LLL,Lissadell Airport,LLL,small_airport,Lissadell Station,no,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
350,FOGR,Lambarene Airport,LBQ,medium_airport,Lambarene,no,GA-3,GA,Y,2,2-3,Mixed,BOTH,HIGH
351,KGAD,Northeast Alabama Regional Airport,GAD,small_airport,Gadsden,no,US-AL,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
352,USDS,Tarko-Sale Airport,TQL,small_airport,Tarko-Sale,no,RU-YAN,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
353,CYCH,Miramichi Airport,YCH,medium_airport,Miramichi,no,CA-NB,CA,Y,2,2-3,Mixed,LO,HIGH
354,UNKNOWN,Sarzana-Luni Air Base,QLP,Unknown,Unknown,unknown,UNKNOWN,IT,N,0,0,No Navaid,UNKNOWN,UNKNOWN
355,YMRB,Moranbah Airport,MOV,medium_airport,Moranbah,yes,AU-QLD,AU,Y,1,1,NDB Family,BOTH,MEDIUM
356,KMRB,Eastern WV Regional Airport/Shepherd Field,MRB,medium_airport,Martinsburg,no,US-WV,US,Y,1,1,Radio Nav,BOTH,MEDIUM
357,BR-2235,Cururupu Airport,CPU,small_airport,Cururupu,no,BR-MA,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
358,UHMD,Provideniya Bay Airport,PVS,medium_airport,Chukotka,no,RU-CHU,RU,Y,1,1,NDB Family,BOTH,HIGH
359,RJCN,Nakashibetsu Airport,SHB,medium_airport,Nakashibetsu,yes,JP-01,JP,Y,1,1,Radio Nav,BOTH,HIGH
360,BISI,Siglufjörður Airport,SIJ,medium_airport,Siglufjörður,no,IS-6,IS,N,0,0,No Navaid,UNKNOWN,UNKNOWN
361,ZSSS,Shanghai Hongqiao International Airport,SHA,large_airport,Shanghai (Minhang),yes,CN-31,CN,Y,4,4+,Mixed,BOTH,HIGH
362,SKFL,Gustavo Artunduaga Paredes Airport,FLA,medium_airport,Florencia,yes,CO-CAQ,CO,Y,1,1,Radio Nav,BOTH,HIGH
363,PARY,Ruby Airport,RBY,medium_airport,Ruby,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
364,ZBLA,Hulunbuir Hailar Airport,HLD,large_airport,Hailar,yes,CN-15,CN,Y,2,2-3,Mixed,BOTH,HIGH
365,YGLB,Goulburn Airport,GUL,medium_airport,Unknown,no,AU-NSW,AU,Y,1,1,NDB Family,BOTH,LOW
366,YSHK,Shark Bay Airport,MJK,medium_airport,Denham,yes,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
367,CYXK,Rimouski Airport,YXK,medium_airport,Rimouski,yes,CA-QC,CA,Y,1,1,NDB Family,LO,LOW
368,ZUHY,Hongyuan Airport,AHJ,medium_airport,Ngawa (Hongyuan),no,CN-51,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
369,SLPO,Capitan Nicolas Rojas Airport,POI,medium_airport,Potosí,no,BO-P,BO,Y,1,1,NDB Family,BOTH,MEDIUM
370,SCVM,Viña del Mar Airport,KNA,medium_airport,Viña del Mar,no,CL-VS,CL,Y,1,1,NDB Family,LO,MEDIUM
371,ZWAK,Aksu Hongqipo Airport,AKU,medium_airport,Aksu (Onsu),yes,CN-65,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
372,EGFF,Cardiff International Airport,CWL,large_airport,Cardiff,yes,GB-WLS,GB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
373,PAVD,Valdez Pioneer Field,VDZ,medium_airport,Valdez,yes,US-AK,US,Y,1,1,NDB Family,LO,LOW
374,NZRC,Ryan's Creek Aerodrome,SZS,small_airport,Oban,no,NZ-STL,NZ,N,0,0,No Navaid,UNKNOWN,UNKNOWN
375,CZBM,Bromont (Roland Désourdy) Airport,ZBM,medium_airport,Bromont,no,CA-QC,CA,Y,1,1,Radio Nav,BOTH,LOW
376,KNZY,North Island Naval Air Station-Halsey Field,NZY,medium_airport,San Diego,no,US-CA,US,Y,1,1,Radio Nav,BOTH,MEDIUM
377,VEMR,Dimapur Airport,DMU,medium_airport,Dimapur,yes,IN-NL,IN,Y,2,2-3,Mixed,BOTH,HIGH
378,MUGT,Mariana Grajales Airport,GAO,medium_airport,Guantánamo,no,CU-14,CU,Y,1,1,NDB Family,BOTH,MEDIUM
379,KIDA,Idaho Falls Regional Airport,IDA,medium_airport,Idaho Falls,yes,US-ID,US,Y,3,2-3,Mixed,TERMINAL,MEDIUM
380,UNKNOWN,Vista Field,VSK,Unknown,Unknown,unknown,UNKNOWN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
381,SIMK,Tenente Lund Pressoto Airport,FRC,small_airport,Franca,no,BR-SP,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
382,LEGR,F.G.L. Airport Granada-Jaén Airport,GRX,medium_airport,Granada,yes,ES-AN,ES,Y,1,1,Radio Nav,LO,HIGH
383,SPRU,Capitán FAP Carlos Martínez de Pinillos International Airport,TRU,large_airport,Trujillo,yes,PE-LAL,PE,Y,1,1,Radio Nav,BOTH,HIGH
