airport_ident,has_navaid,navaid_count,navaid_count_bucket,navaid_type_group,dominant_usage_type,max_power
KSGF,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
KSGH,Y,3,2-3,Mixed,TERMINAL,LOW
KSGT,Y,1,1,NDB Family,TERMINAL,LOW
KSHR,Y,1,1,Radio Nav,LO,MEDIUM
KSJC,Y,1,1,Radio Nav,LO,MEDIUM
KSJT,Y,2,2-3,Mixed,LO,HIGH
KSKA,Y,1,1,Radio Nav,BOTH,MEDIUM
KSKF,Y,1,1,Radio Nav,BOTH,MEDIUM
KSLC,Y,1,1,Radio Nav,BOTH,HIGH
KSLE,Y,1,1,NDB Family,LO,MEDIUM
KSLI,Y,2,2-3,Mixed,LO,MEDIUM
KSLK,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KSLN,Y,2,2-3,Mixed,TERMINAL,HIGH
KSMF,Y,2,2-3,NDB Family,TERMINAL,LOW
KSMX,Y,2,2-3,Radio Nav,TERMINAL,MEDIUM
KSNA,Y,1,1,NDB Family,TERMINAL,LOW
KSNS,Y,2,2-3,Mixed,BOTH,HIGH
KSPA,Y,2,2-3,Mixed,TERMINAL,HIGH
KSPI,Y,3,2-3,Mixed,TERMINAL,HIGH
KSPS,Y,3,2-3,Mixed,BOTH,HIGH
KSRQ,Y,2,2-3,Mixed,TERMINAL,HIGH
KSRR,Y,1,1,NDB Family,LO,LOW
KSSC,Y,1,1,Radio Nav,BOTH,MEDIUM
KSSI,Y,1,1,NDB Family,TERMINAL,LOW
KSTC,Y,2,2-3,Mixed,LO,LOW
KSTJ,Y,2,2-3,NDB Family,TERMINAL,LOW
KSTL,Y,3,2-3,Mixed,BOTH,HIGH
KSTP,Y,2,2-3,NDB Family,TERMINAL,LOW
KSUS,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KSUU,Y,2,2-3,Radio Nav,BOTH,MEDIUM
KSUX,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KSVN,Y,2,2-3,Mixed,TERMINAL,LOW
KSWF,Y,2,2-3,Mixed,BOTH,MEDIUM
KSWO,Y,1,1,Radio Nav,LO,LOW
KSYR,Y,2,2-3,Mixed,TERMINAL,HIGH
KSZL,Y,1,1,Radio Nav,BOTH,MEDIUM
KTBN,Y,3,2-3,Mixed,LO,MEDIUM
KTCC,Y,1,1,Radio Nav,BOTH,HIGH
KTCL,Y,2,2-3,Mixed,LO,MEDIUM
KTCM,Y,1,1,Radio Nav,BOTH,LOW
KTCS,Y,1,1,Radio Nav,BOTH,HIGH
KTEB,Y,2,2-3,Mixed,TERMINAL,LOW
KTHA,Y,1,1,Radio Nav,LO,LOW
KTIK,Y,1,1,Radio Nav,BOTH,LOW
KTIX,Y,1,1,NDB Family,TERMINAL,LOW
KTLH,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
KTOL,Y,2,2-3,Mixed,TERMINAL,LOW
KTPA,Y,1,1,NDB Family,TERMINAL,LOW
KTRI,Y,2,2-3,NDB Family,TERMINAL,LOW
KTTN,Y,2,2-3,Mixed,BOTH,MEDIUM
KTUL,Y,2,2-3,NDB Family,TERMINAL,LOW
KTUP,Y,2,2-3,Mixed,LO,MEDIUM
KTVC,Y,2,2-3,Mixed,TERMINAL,HIGH
KTWF,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KTXK,Y,1,1,NDB Family,TERMINAL,LOW
KTYR,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KTYS,Y,2,2-3,Mixed,LO,HIGH
KUIN,Y,2,2-3,Mixed,TERMINAL,HIGH
KUKI,Y,2,2-3,Mixed,BOTH,HIGH
KUOX,Y,1,1,NDB Family,LO,LOW
KUVA,Y,1,1,NDB Family,TERMINAL,LOW
KVAD,Y,1,1,Radio Nav,TERMINAL,HIGH
KVBG,Y,1,1,Radio Nav,BOTH,MEDIUM
KVCT,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KVLD,Y,1,1,Radio Nav,BOTH,HIGH
KVOK,Y,1,1,Radio Nav,BOTH,MEDIUM
KVPS,Y,1,1,Radio Nav,BOTH,MEDIUM
KVPZ,Y,1,1,NDB Family,TERMINAL,LOW
KVRB,Y,1,1,NDB Family,TERMINAL,LOW
KWDG,Y,2,2-3,Mixed,TERMINAL,LOW
KWRI,Y,1,1,Radio Nav,TERMINAL,MEDIUM
KWRL,Y,1,1,Radio Nav,LO,MEDIUM
KWWD,Y,1,1,Radio Nav,BOTH,HIGH
KWYS,Y,1,1,NDB Family,TERMINAL,MEDIUM
KYIP,Y,1,1,NDB Family,TERMINAL,LOW
KYKM,Y,1,1,NDB Family,TERMINAL,MEDIUM
KYKN,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KYNG,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KZZV,Y,2,2-3,Mixed,TERMINAL,MEDIUM
LATI,Y,2,2-3,Mixed,BOTH,HIGH
LBBG,Y,2,2-3,Mixed,BOTH,HIGH
LBGO,Y,2,2-3,Mixed,BOTH,HIGH
LBPD,Y,1,1,Radio Nav,BOTH,HIGH
LBSF,Y,6,4+,Mixed,TERMINAL,HIGH
LBWN,Y,6,4+,Mixed,TERMINAL,HIGH
LCLK,Y,2,2-3,Mixed,BOTH,HIGH
LCPH,Y,3,2-3,Mixed,BOTH,HIGH
LCRA,Y,1,1,Radio Nav,BOTH,HIGH
LDDU,Y,4,4+,Mixed,TERMINAL,HIGH
LDLO,Y,1,1,NDB Family,BOTH,LOW
LDOC,Y,1,1,NDB Family,BOTH,MEDIUM
LDOS,Y,1,1,NDB Family,LO,MEDIUM
LDPL,Y,4,4+,Mixed,BOTH,HIGH
LDPV,Y,1,1,NDB Family,RNAV,LOW
LDRI,Y,3,2-3,Mixed,TERMINAL,HIGH
LDSP,Y,3,2-3,Mixed,LO,HIGH
LDVA,Y,1,1,NDB Family,LO,LOW
LDZA,Y,6,4+,Mixed,TERMINAL,HIGH
LDZD,Y,5,4+,Mixed,LO,HIGH
LEAB,Y,3,2-3,Mixed,BOTH,HIGH
LEAL,Y,2,2-3,Radio Nav,BOTH,HIGH
LEAM,Y,3,2-3,Mixed,TERMINAL,HIGH
LEAS,Y,3,2-3,Mixed,BOTH,HIGH
LEBA,Y,2,2-3,Mixed,LO,HIGH
LEBB,Y,1,1,Radio Nav,BOTH,HIGH
LEBG,Y,2,2-3,Mixed,BOTH,MEDIUM
LEBL,Y,4,4+,Mixed,BOTH,HIGH
LEBZ,Y,3,2-3,Mixed,LO,HIGH
LECO,Y,2,2-3,Mixed,BOTH,HIGH
LEGA,Y,2,2-3,Mixed,TERMINAL,LOW
LEGE,Y,2,2-3,Mixed,BOTH,HIGH
LEGR,Y,1,1,Radio Nav,LO,HIGH
LEGT,Y,2,2-3,Mixed,BOTH,HIGH
LEIB,Y,2,2-3,Mixed,LO,MEDIUM
LEJR,Y,2,2-3,Mixed,LO,MEDIUM
LELC,Y,4,4+,Mixed,LO,HIGH
LELL,Y,1,1,NDB Family,BOTH,LOW
LELN,Y,2,2-3,Mixed,BOTH,MEDIUM
LELO,Y,1,1,NDB Family,LO,MEDIUM
LEMD,Y,4,4+,Mixed,LO,HIGH
LEMG,Y,4,4+,Mixed,BOTH,HIGH
LEMH,Y,2,2-3,Mixed,BOTH,HIGH
LEMO,Y,3,2-3,Mixed,LO,HIGH
LEPP,Y,3,2-3,Mixed,LO,HIGH
LERI,Y,2,2-3,Mixed,LO,MEDIUM
LERS,Y,2,2-3,Mixed,BOTH,HIGH
LERT,Y,2,2-3,Mixed,BOTH,HIGH
LESA,Y,4,4+,Mixed,BOTH,HIGH
LESO,Y,2,2-3,Mixed,RNAV,MEDIUM
LEST,Y,2,2-3,Mixed,LO,HIGH
LESU,Y,1,1,NDB Family,LO,LOW
LETO,Y,3,2-3,Mixed,BOTH,MEDIUM
LEVC,Y,4,4+,Mixed,LO,HIGH
LEVD,Y,2,2-3,Mixed,BOTH,HIGH
LEVT,Y,2,2-3,Radio Nav,BOTH,HIGH
LEVX,Y,3,2-3,Mixed,BOTH,HIGH
LEXJ,Y,2,2-3,Mixed,BOTH,HIGH
LEZG,Y,4,4+,Mixed,BOTH,HIGH
LEZL,Y,2,2-3,Mixed,LO,HIGH
LFAD,Y,1,1,Radio Nav,BOTH,HIGH
LFAR,Y,1,1,Radio Nav,BOTH,HIGH
LFBC,Y,2,2-3,Mixed,BOTH,HIGH
LFBD,Y,5,4+,Mixed,LO,HIGH
LFBE,Y,1,1,NDB Family,LO,LOW
LFBF,Y,1,1,Radio Nav,BOTH,HIGH
LFBG,Y,3,2-3,Mixed,BOTH,HIGH
LFBI,Y,2,2-3,Mixed,BOTH,HIGH
LFBL,Y,1,1,Radio Nav,BOTH,HIGH
LFBM,Y,1,1,Radio Nav,BOTH,HIGH
LFBO,Y,4,4+,Mixed,BOTH,HIGH
LFBT,Y,3,2-3,Mixed,BOTH,HIGH
LFBZ,Y,2,2-3,Mixed,BOTH,HIGH
LFCI,Y,1,1,Radio Nav,BOTH,HIGH
LFCX,Y,1,1,NDB Family,BOTH,LOW
LFHQ,Y,1,1,Radio Nav,BOTH,HIGH
LFHY,Y,1,1,Radio Nav,LO,MEDIUM
LFKB,Y,1,1,Radio Nav,BOTH,HIGH
LFKC,Y,1,1,NDB Family,BOTH,HIGH
LFKF,Y,1,1,Radio Nav,LO,MEDIUM
LFKJ,Y,1,1,NDB Family,LO,MEDIUM
LFKS,Y,2,2-3,Mixed,BOTH,HIGH
LFLC,Y,1,1,Radio Nav,BOTH,HIGH
LFLL,Y,1,1,Radio Nav,BOTH,HIGH
LFLO,Y,1,1,Radio Nav,BOTH,LOW
LFLT,Y,1,1,NDB Family,BOTH,MEDIUM
LFLX,Y,1,1,NDB Family,BOTH,MEDIUM
LFMA,Y,1,1,NDB Family,TERMINAL,LOW
LFMC,Y,2,2-3,Mixed,LO,HIGH
LFMD,Y,1,1,Radio Nav,BOTH,HIGH
LFMI,Y,2,2-3,Mixed,BOTH,HIGH
LFML,Y,1,1,Radio Nav,BOTH,HIGH
LFMN,Y,4,4+,Mixed,BOTH,HIGH
LFMO,Y,2,2-3,Mixed,BOTH,HIGH
LFMP,Y,1,1,Radio Nav,BOTH,HIGH
LFMS,Y,1,1,NDB Family,TERMINAL,LOW
LFMT,Y,1,1,Radio Nav,BOTH,HIGH
LFMV,Y,1,1,NDB Family,LO,LOW
LFMY,Y,2,2-3,Mixed,BOTH,HIGH
LFOA,Y,2,2-3,Mixed,BOTH,HIGH
LFOB,Y,1,1,Radio Nav,BOTH,HIGH
LFOC,Y,2,2-3,Mixed,LO,HIGH
LFOD,Y,1,1,NDB Family,LO,MEDIUM
LFOE,Y,1,1,Radio Nav,BOTH,HIGH
LFOI,Y,1,1,Radio Nav,BOTH,HIGH
LFOJ,Y,2,2-3,Mixed,BOTH,HIGH
LFOK,Y,1,1,Radio Nav,LO,MEDIUM
LFOT,Y,4,4+,Mixed,BOTH,HIGH
LFPB,Y,1,1,Radio Nav,BOTH,HIGH
LFPC,Y,1,1,Radio Nav,HI,HIGH
LFPG,Y,2,2-3,Radio Nav,TERMINAL,HIGH
LFPK,Y,1,1,Radio Nav,BOTH,HIGH
LFPM,Y,1,1,Radio Nav,BOTH,HIGH
LFPN,Y,1,1,Radio Nav,BOTH,HIGH
LFPO,Y,1,1,Radio Nav,BOTH,HIGH
LFPT,Y,1,1,Radio Nav,BOTH,HIGH
LFPV,Y,2,2-3,NDB Family,LO,LOW
LFQB,Y,1,1,Radio Nav,BOTH,HIGH
LFQQ,Y,1,1,Radio Nav,BOTH,HIGH
LFRB,Y,2,2-3,NDB Family,TERMINAL,LOW
LFRD,Y,1,1,Radio Nav,BOTH,HIGH
LFRG,Y,1,1,Radio Nav,BOTH,HIGH
LFRH,Y,2,2-3,Mixed,BOTH,HIGH
LFRI,Y,1,1,NDB Family,LO,LOW
LFRJ,Y,1,1,Radio Nav,BOTH,HIGH
LFRK,Y,2,2-3,Mixed,BOTH,HIGH
LFRL,Y,2,2-3,Mixed,BOTH,HIGH
LFRM,Y,1,1,NDB Family,BOTH,MEDIUM
LFRN,Y,1,1,Radio Nav,BOTH,HIGH
LFRQ,Y,2,2-3,Mixed,BOTH,HIGH
LFRS,Y,2,2-3,Mixed,BOTH,HIGH
LFRU,Y,1,1,NDB Family,LO,LOW
LFRZ,Y,1,1,NDB Family,BOTH,MEDIUM
LFSB,Y,2,2-3,Mixed,BOTH,HIGH
LFSD,Y,2,2-3,Radio Nav,BOTH,HIGH
LFSG,Y,1,1,Radio Nav,BOTH,HIGH
LFSI,Y,2,2-3,Mixed,BOTH,HIGH
LFSM,Y,1,1,NDB Family,LO,LOW
LFSO,Y,1,1,Radio Nav,BOTH,HIGH
LFST,Y,2,2-3,Radio Nav,BOTH,HIGH
LFSX,Y,3,2-3,Mixed,BOTH,HIGH
LFTH,Y,2,2-3,Mixed,BOTH,HIGH
LFTW,Y,2,2-3,Mixed,LO,HIGH
LFVM,Y,1,1,NDB Family,BOTH,LOW
LFVP,Y,2,2-3,Mixed,BOTH,LOW
LFXA,Y,1,1,Radio Nav,BOTH,HIGH
LG54,Y,1,1,Radio Nav,BOTH,MEDIUM
LGAD,Y,2,2-3,Mixed,BOTH,MEDIUM
LGAL,Y,2,2-3,Mixed,TERMINAL,HIGH
LGAV,Y,2,2-3,Radio Nav,TERMINAL,LOW
LGAX,Y,1,1,NDB Family,TERMINAL,LOW
LGBL,Y,3,2-3,Mixed,BOTH,MEDIUM
LGEL,Y,2,2-3,Mixed,BOTH,LOW
LGHI,Y,3,2-3,Mixed,BOTH,HIGH
LGIK,Y,1,1,NDB Family,TERMINAL,LOW
LGIO,Y,2,2-3,Mixed,TERMINAL,HIGH
LGIR,Y,3,2-3,Mixed,BOTH,HIGH
LGKA,Y,2,2-3,Mixed,BOTH,HIGH
LGKC,Y,2,2-3,Mixed,TERMINAL,HIGH
LGKF,Y,2,2-3,Mixed,TERMINAL,HIGH
LGKL,Y,3,2-3,Mixed,LO,MEDIUM
LGKO,Y,2,2-3,Mixed,TERMINAL,MEDIUM
LGKP,Y,2,2-3,Mixed,BOTH,HIGH
LGKR,Y,3,2-3,Mixed,TERMINAL,HIGH
LGKV,Y,3,2-3,Mixed,BOTH,HIGH
LGKZ,Y,2,2-3,Mixed,LO,MEDIUM
LGLM,Y,3,2-3,Mixed,BOTH,HIGH
LGLR,Y,2,2-3,Mixed,BOTH,HIGH
LGMG,Y,1,1,NDB Family,TERMINAL,LOW
LGMK,Y,2,2-3,Mixed,LO,HIGH
LGMT,Y,3,2-3,Mixed,TERMINAL,HIGH
LGPZ,Y,1,1,NDB Family,TERMINAL,LOW
LGRP,Y,4,4+,Mixed,TERMINAL,HIGH
LGRX,Y,2,2-3,Radio Nav,BOTH,HIGH
LGSA,Y,3,2-3,Mixed,BOTH,HIGH
LGSK,Y,1,1,NDB Family,TERMINAL,LOW
LGSM,Y,2,2-3,Mixed,LO,HIGH
LGSO,Y,1,1,NDB Family,LO,LOW
LGSR,Y,3,2-3,Mixed,BOTH,HIGH
LGST,Y,2,2-3,Radio Nav,TERMINAL,HIGH
LGSY,Y,2,2-3,Radio Nav,BOTH,HIGH
LGTG,Y,3,2-3,Mixed,BOTH,LOW
LGTL,Y,1,1,Radio Nav,BOTH,LOW
LGTP,Y,2,2-3,Radio Nav,BOTH,HIGH
LGTS,Y,5,4+,Mixed,BOTH,HIGH
LGTT,Y,1,1,NDB Family,TERMINAL,LOW
LGZA,Y,2,2-3,Mixed,BOTH,HIGH
LHBP,Y,5,4+,Mixed,BOTH,HIGH
LHDC,Y,2,2-3,NDB Family,TERMINAL,LOW
LHKE,Y,4,4+,NDB Family,LO,LOW
LHKV,Y,1,1,NDB Family,TERMINAL,LOW
LHNY,Y,2,2-3,Mixed,BOTH,MEDIUM
LHPA,Y,2,2-3,NDB Family,TERMINAL,LOW
LHPP,Y,1,1,NDB Family,TERMINAL,LOW
LHPR,Y,2,2-3,Mixed,RNAV,HIGH
LHSA,Y,3,2-3,Mixed,TERMINAL,HIGH
LHSK,Y,1,1,NDB Family,BOTH,HIGH
LHSM,Y,1,1,NDB Family,LO,MEDIUM
LHSN,Y,4,4+,NDB Family,LO,LOW
LHTA,Y,1,1,Radio Nav,BOTH,LOW
LHTL,Y,2,2-3,NDB Family,TERMINAL,LOW
LHUD,Y,2,2-3,NDB Family,TERMINAL,LOW
LIBA,Y,2,2-3,Mixed,BOTH,MEDIUM
LIBC,Y,1,1,Radio Nav,BOTH,HIGH
LIBD,Y,1,1,Radio Nav,BOTH,HIGH
LIBF,Y,2,2-3,Mixed,LO,MEDIUM
LIBG,Y,1,1,NDB Family,HI,LOW
LIBN,Y,1,1,Radio Nav,BOTH,HIGH
LIBP,Y,1,1,Radio Nav,RNAV,HIGH
LIBR,Y,2,2-3,Mixed,BOTH,HIGH
LIBV,Y,2,2-3,Mixed,BOTH,HIGH
LICA,Y,1,1,Radio Nav,LO,MEDIUM
LICC,Y,3,2-3,Mixed,BOTH,HIGH
LICD,Y,2,2-3,Mixed,RNAV,HIGH
LICG,Y,2,2-3,Mixed,RNAV,HIGH
LICJ,Y,4,4+,Mixed,LO,HIGH
LICR,Y,2,2-3,Mixed,BOTH,MEDIUM
LICT,Y,2,2-3,Mixed,RNAV,HIGH
LICZ,Y,5,4+,Mixed,BOTH,HIGH
LIEA,Y,3,2-3,Mixed,BOTH,HIGH
LIED,Y,2,2-3,Mixed,BOTH,HIGH
LIEE,Y,2,2-3,Mixed,LO,MEDIUM
LIEO,Y,2,2-3,Mixed,RNAV,HIGH
LIET,Y,1,1,NDB Family,TERMINAL,LOW
LILE,Y,2,2-3,Mixed,TERMINAL,LOW
LILH,Y,2,2-3,Mixed,BOTH,HIGH
LIMC,Y,2,2-3,Mixed,BOTH,HIGH
LIME,Y,2,2-3,Mixed,LO,MEDIUM
LIMF,Y,5,4+,Mixed,BOTH,HIGH
LIMG,Y,2,2-3,Mixed,BOTH,MEDIUM
LIMJ,Y,3,2-3,Mixed,BOTH,HIGH
LIML,Y,2,2-3,Mixed,BOTH,HIGH
LIMN,Y,2,2-3,Mixed,BOTH,HIGH
LIMP,Y,1,1,NDB Family,RNAV,LOW
LIMS,Y,2,2-3,Mixed,BOTH,HIGH
LIMZ,Y,1,1,NDB Family,BOTH,LOW
LIPA,Y,2,2-3,Mixed,BOTH,HIGH
LIPB,Y,2,2-3,Mixed,BOTH,MEDIUM
LIPC,Y,2,2-3,Mixed,BOTH,HIGH
LIPE,Y,2,2-3,Mixed,BOTH,HIGH
LIPF,Y,1,1,NDB Family,RNAV,LOW
LIPH,Y,1,1,NDB Family,LO,LOW
LIPI,Y,2,2-3,Mixed,BOTH,HIGH
LIPK,Y,1,1,NDB Family,TERMINAL,LOW
LIPL,Y,1,1,Radio Nav,BOTH,HIGH
LIPO,Y,1,1,Radio Nav,BOTH,LOW
LIPQ,Y,2,2-3,Mixed,LO,HIGH
LIPR,Y,2,2-3,Mixed,BOTH,HIGH
LIPS,Y,2,2-3,Mixed,BOTH,HIGH
LIPU,Y,1,1,NDB Family,LO,LOW
LIPX,Y,2,2-3,Mixed,BOTH,HIGH
LIPY,Y,4,4+,Mixed,BOTH,HIGH
LIPZ,Y,2,2-3,Mixed,BOTH,HIGH
LIQS,Y,1,1,Radio Nav,BOTH,HIGH
LIQW,Y,1,1,Radio Nav,BOTH,MEDIUM
LIRA,Y,2,2-3,Mixed,BOTH,MEDIUM
LIRE,Y,2,2-3,Mixed,TERMINAL,MEDIUM
LIRF,Y,5,4+,Mixed,TERMINAL,HIGH
LIRG,Y,1,1,NDB Family,TERMINAL,LOW
LIRH,Y,2,2-3,Mixed,LO,HIGH
LIRL,Y,3,2-3,Mixed,TERMINAL,HIGH
LIRM,Y,2,2-3,Mixed,BOTH,MEDIUM
LIRN,Y,2,2-3,Mixed,BOTH,MEDIUM
LIRP,Y,3,2-3,Mixed,BOTH,HIGH
LIRQ,Y,1,1,Radio Nav,BOTH,HIGH
LIRS,Y,2,2-3,Mixed,BOTH,MEDIUM
LIRU,Y,1,1,NDB Family,TERMINAL,MEDIUM
LIRV,Y,1,1,NDB Family,TERMINAL,LOW
LIRZ,Y,1,1,Radio Nav,LO,HIGH
LJLJ,Y,3,2-3,Mixed,BOTH,HIGH
LJMB,Y,1,1,NDB Family,LO,LOW
LJPZ,Y,1,1,NDB Family,RNAV,LOW
LKCS,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
LKCV,Y,1,1,NDB Family,BOTH,HIGH
LKKB,Y,1,1,NDB Family,BOTH,HIGH
LKKU,Y,2,2-3,NDB Family,TERMINAL,LOW
LKKV,Y,1,1,Radio Nav,TERMINAL,LOW
LKLN,Y,1,1,NDB Family,TERMINAL,MEDIUM
LKMT,Y,1,1,Radio Nav,BOTH,HIGH
LKNA,Y,2,2-3,NDB Family,TERMINAL,HIGH
LKPD,Y,1,1,NDB Family,BOTH,HIGH
LKPO,Y,1,1,NDB Family,TERMINAL,MEDIUM
LKPR,Y,4,4+,Mixed,BOTH,HIGH
LKRK,Y,1,1,NDB Family,BOTH,HIGH
LKTB,Y,2,2-3,Mixed,BOTH,HIGH
LKVO,Y,1,1,NDB Family,BOTH,LOW
LLBG,Y,2,2-3,Mixed,BOTH,HIGH
LLHA,Y,1,1,NDB Family,LO,MEDIUM
LLIB,Y,2,2-3,Mixed,LO,MEDIUM
LLMZ,Y,1,1,Radio Nav,BOTH,HIGH
LLOV,Y,2,2-3,Mixed,BOTH,HIGH
LMML,Y,4,4+,Mixed,TERMINAL,MEDIUM
LOAN,Y,1,1,NDB Family,TERMINAL,LOW
LOAU,Y,1,1,Radio Nav,BOTH,HIGH
LOR,Y,1,1,NDB Family,TERMINAL,LOW
LOWI,Y,2,2-3,NDB Family,BOTH,LOW
LOWK,Y,4,4+,Mixed,BOTH,HIGH
LOWS,Y,4,4+,Mixed,BOTH,HIGH
LOWW,Y,6,4+,Mixed,TERMINAL,HIGH
LOXT,Y,2,2-3,Mixed,BOTH,HIGH
LOXZ,Y,1,1,NDB Family,BOTH,MEDIUM
LPAZ,Y,2,2-3,Mixed,TERMINAL,HIGH
LPBG,Y,1,1,NDB Family,BOTH,HIGH
LPBJ,Y,2,2-3,Mixed,BOTH,HIGH
LPCO,Y,1,1,NDB Family,LO,MEDIUM
LPCS,Y,2,2-3,Mixed,LO,HIGH
LPFL,Y,2,2-3,Mixed,BOTH,HIGH
LPFR,Y,2,2-3,Mixed,TERMINAL,HIGH
LPGR,Y,1,1,NDB Family,BOTH,HIGH
LPHR,Y,3,2-3,Mixed,BOTH,HIGH
LPLA,Y,4,4+,Mixed,BOTH,HIGH
LPMA,Y,2,2-3,Mixed,BOTH,HIGH
LPMR,Y,2,2-3,Mixed,TERMINAL,HIGH
LPMT,Y,2,2-3,Mixed,TERMINAL,HIGH
LPOV,Y,1,1,Radio Nav,BOTH,HIGH
LPPD,Y,3,2-3,Mixed,BOTH,HIGH
LPPI,Y,1,1,NDB Family,BOTH,LOW
LPPR,Y,3,2-3,Mixed,BOTH,HIGH
LPPS,Y,3,2-3,Mixed,BOTH,HIGH
LPPT,Y,3,2-3,Mixed,TERMINAL,HIGH
LPST,Y,1,1,Radio Nav,BOTH,HIGH
LPVR,Y,1,1,NDB Family,BOTH,HIGH
LPVZ,Y,1,1,Radio Nav,BOTH,HIGH
LQBK,Y,2,2-3,Mixed,BOTH,LOW
LQMO,Y,3,2-3,Mixed,BOTH,HIGH
LQSA,Y,4,4+,Mixed,LO,HIGH
LQTZ,Y,2,2-3,Mixed,TERMINAL,MEDIUM
LRAR,Y,2,2-3,Mixed,BOTH,HIGH
LRBC,Y,2,2-3,Mixed,BOTH,HIGH
LRBM,Y,1,1,NDB Family,BOTH,HIGH
LRBS,Y,2,2-3,NDB Family,TERMINAL,LOW
LRCK,Y,1,1,Radio Nav,BOTH,HIGH
LRCL,Y,1,1,Radio Nav,LO,HIGH
LRCS,Y,1,1,NDB Family,BOTH,MEDIUM
LRCV,Y,2,2-3,Mixed,LO,HIGH
LRIA,Y,1,1,NDB Family,BOTH,MEDIUM
LROD,Y,1,1,NDB Family,BOTH,HIGH
LROP,Y,5,4+,Mixed,TERMINAL,HIGH
LRSB,Y,1,1,NDB Family,BOTH,HIGH
LRSM,Y,2,2-3,Mixed,LO,HIGH
LRSV,Y,1,1,Radio Nav,BOTH,HIGH
LRTC,Y,2,2-3,Mixed,BOTH,HIGH
LRTM,Y,1,1,NDB Family,BOTH,HIGH
LRTR,Y,1,1,NDB Family,BOTH,MEDIUM
LSGG,Y,3,2-3,Mixed,BOTH,HIGH
LSGS,Y,2,2-3,Radio Nav,BOTH,MEDIUM
LSZB,Y,3,2-3,NDB Family,BOTH,LOW
LSZH,Y,2,2-3,Radio Nav,BOTH,HIGH
LTAC,Y,1,1,Radio Nav,BOTH,HIGH
LTAD,Y,2,2-3,Mixed,TERMINAL,LOW
LTAE,Y,1,1,Radio Nav,BOTH,LOW
LTAF,Y,2,2-3,Mixed,BOTH,HIGH
LTAG,Y,1,1,Radio Nav,BOTH,HIGH
LTAH,Y,3,2-3,Mixed,BOTH,HIGH
LTAI,Y,5,4+,Mixed,TERMINAL,HIGH
LTAJ,Y,2,2-3,Mixed,BOTH,HIGH
LTAN,Y,3,2-3,Mixed,BOTH,LOW
LTAP,Y,1,1,Radio Nav,BOTH,LOW
LTAR,Y,2,2-3,Mixed,BOTH,HIGH
LTAS,Y,1,1,NDB Family,BOTH,LOW
LTAT,Y,3,2-3,Mixed,BOTH,HIGH
LTAU,Y,2,2-3,Radio Nav,BOTH,HIGH
LTAV,Y,1,1,Radio Nav,BOTH,LOW
LTAW,Y,1,1,NDB Family,BOTH,LOW
LTAY,Y,3,2-3,Mixed,BOTH,HIGH
LTAZ,Y,2,2-3,Mixed,BOTH,HIGH
LTBA,Y,1,1,Radio Nav,BOTH,HIGH
LTBF,Y,1,1,Radio Nav,BOTH,LOW
LTBG,Y,1,1,Radio Nav,BOTH,LOW
LTBH,Y,2,2-3,Mixed,BOTH,HIGH
LTBI,Y,1,1,Radio Nav,BOTH,LOW
LTBJ,Y,4,4+,Mixed,LO,MEDIUM
LTBL,Y,1,1,Radio Nav,BOTH,LOW
LTBN,Y,1,1,Radio Nav,BOTH,LOW
LTBO,Y,1,1,NDB Family,TERMINAL,MEDIUM
LTBP,Y,2,2-3,Mixed,BOTH,HIGH
LTBQ,Y,2,2-3,Mixed,BOTH,LOW
LTBR,Y,3,2-3,Mixed,BOTH,MEDIUM
LTBS,Y,3,2-3,Mixed,BOTH,HIGH
LTBT,Y,1,1,Radio Nav,BOTH,LOW
LTBU,Y,3,2-3,Mixed,BOTH,HIGH
LTBY,Y,2,2-3,Mixed,BOTH,HIGH
LTCA,Y,2,2-3,Mixed,BOTH,HIGH
LTCC,Y,3,2-3,Mixed,BOTH,HIGH
LTCD,Y,2,2-3,Mixed,BOTH,HIGH
LTCE,Y,4,4+,Mixed,BOTH,HIGH
LTCF,Y,2,2-3,Mixed,BOTH,HIGH
LTCG,Y,3,2-3,Mixed,BOTH,HIGH
LTCI,Y,2,2-3,Mixed,BOTH,HIGH
LTCJ,Y,3,2-3,Mixed,BOTH,HIGH
LTCK,Y,2,2-3,Mixed,BOTH,HIGH
LTCL,Y,2,2-3,Mixed,BOTH,HIGH
LTCM,Y,2,2-3,Mixed,BOTH,HIGH
LTCN,Y,2,2-3,Mixed,BOTH,HIGH
LTCO,Y,2,2-3,Mixed,BOTH,MEDIUM
LTCP,Y,2,2-3,Mixed,BOTH,HIGH
LTCR,Y,2,2-3,Mixed,BOTH,HIGH
LTFA,Y,2,2-3,Mixed,BOTH,LOW
LTFB,Y,1,1,NDB Family,TERMINAL,LOW
LTFC,Y,2,2-3,Mixed,BOTH,HIGH
